"fw","t1","t2","S","n_species","n_basal","n_nut","masses","biomasses","period"
49,15,20,1,60,20,2,"1.0454;1.211;1.6607;4.2208;7.7196;12.2149;14.6101;15.2533;19.1901;51.2873;54.9877;84.3808;163.5545;252.6685;252.7179;271.7272;322.1281;389.1251;735.4577;903.8546;104.0799;121.7543;157.6582;195.591;201.3711;204.1407;207.5718;306.3667;361.5681;657.9258;806.2714;1269.5459;2051.7473;2138.5862;2210.9547;2381.7266;3061.6519;3731.5661;5062.1761;5176.8114;5506.9008;6654.9491;8244.168;8523.122;10370.0603;16201.6454;17131.2181;17631.9537;24353.1079;24693.2033;25683.7476;26642.0842;33141.4545;38351.7088;38585.2947;41605.0079;45514.2472;48185.138;60253.6904;71257.7811","2.2645;2.2294;2.6656;2.6668;2.899;2.7785;2.7636;2.3622;2.3092;2.9218;2.9708;2.1907;2.3777;2.7475;2.2645;2.9131;2.1068;2.4374;2.617;2.3112;2.2312;2.0897;2.7043;2.5317;2.9397;2.797;2.9408;2.1436;2.8012;2.6676;2.8784;2.2144;2.7701;2.9204;2.6302;2.0234;2.0993;2.7323;2.9387;2.098;2.4001;2.0721;2.5731;2.6461;2.9123;2.0297;2.0411;2.408;2.1485;2.1789;2.6145;2.8496;2.7084;2.0562;2.6018;2.5861;2.899;2.1402;2.9976;2.7482;2.6527;2.4931","N;D;N;N;C;D;D;N;C;N;D;D;D;C;D;D;D;D;D;D;C;C;C;C;C;N;C;C;N;D;C;C;C;D;D;D;N;C;N;C"
50,15,20,1,60,20,2,"1.0409;1.6111;2.5169;2.9104;3.3406;5.8647;6.9679;9.026;12.2635;16.8377;26.8846;27.9633;42.787;66.8012;118.7055;188.6133;316.0706;334.2711;365.1167;633.0234;121.5789;135.2173;138.2943;139.7029;154.7033;353.2944;415.7606;447.6136;465.406;578.1829;584.4129;728.508;783.7328;812.2671;874.6401;1558.6162;1642.2415;4060.845;5454.9135;5488.9067;8711.2338;9560.003;14080.1906;16028.6368;18221.7603;19130.5144;19811.4188;22256.4372;23553.3727;27192.585;29830.7673;30148.7029;38248.9704;58956.6599;65193.3797;80348.5841;84586.5981;95715.5626;98951.9897;99128.0407","2.871;2.1343;2.0795;2.2971;2.8267;2.1226;2.7688;2.3991;2.2535;2.0031;2.845;2.3493;2.776;2.426;2.8821;2.6027;2.8128;2.6314;2.2241;2.4206;2.3992;2.4789;2.8931;2.6386;2.2474;2.448;2.9695;2.3152;2.9053;2.027;2.4454;2.2637;2.8523;2.2679;2.1902;2.1461;2.1135;2.9014;2.0069;2.3326;2.4705;2.9378;2.7152;2.0311;2.9613;2.3963;2.0213;2.6085;2.1151;2.2935;2.3334;2.5257;2.4677;2.7249;2.7065;2.9738;2.2328;2.3117;2.9285;2.9136;2.8514;2.0215","N;C;N;D;N;C;D;N;N;N;N;N;N;N;C;D;D;C;C;N;D;C;D;D;D;C;N;D;D;C;D;C;N;D;D;C;D;D;D;C"
51,15,20,1,60,20,2,"1.1671;1.8921;2.2108;2.2348;2.5643;3.1814;4.0779;4.9743;6.1667;19.1168;26.7554;28.5101;41.6363;52.2043;53.6246;57.6585;62.8372;76.4096;460.3029;923.7685;103.3791;119.5623;166.7155;170.1742;184.0397;206.1409;224.664;228.462;332.6474;382.6996;394.9037;409.8772;501.0104;1134.1827;1644.8247;1657.5665;1811.2672;1836.8991;2044.0382;2635.7738;3204.1528;3793.5155;4439.4895;4695.1329;5216.823;6053.2546;6681.3275;7193.809;9239.9332;9513.3062;10146.7136;12832.2429;15933.1822;17128.2865;21006.1953;23390.114;30684.5572;49924.384;72076.6681;86042.5507","2.8776;2.2885;2.9162;2.0986;2.8927;2.5312;2.6887;2.5249;2.5555;2.2057;2.1883;2.22;2.5492;2.7774;2.4561;2.4521;2.4903;2.2735;2.8385;2.9385;2.6829;2.3571;2.4368;2.9539;2.9739;2.2987;2.9743;2.8282;2.7463;2.1816;2.6722;2.1424;2.3146;2.7578;2.2314;2.503;2.7632;2.9559;2.4369;2.528;2.1591;2.9941;2.8117;2.5674;2.839;2.499;2.1479;2.0598;2.8338;2.1806;2.8904;2.8242;2.4408;2.4815;2.6816;2.9982;2.4784;2.9623;2.9096;2.0343;2.4366;2.6248","C;D;C;C;N;C;C;D;C;D;C;D;N;C;D;N;D;N;C;C;N;N;N;C;N;N;C;D;D;D;D;D;N;D;C;D;D;C;D;C"
52,15,20,1,60,20,2,"2.1099;5.2234;5.6726;7.5021;9.3613;70.6818;78.1248;99.1674;152.2718;189.8075;221.5417;229.6262;262.2115;315.7537;334.1835;348.2003;399.152;404.9884;778.0001;815.8982;106.1126;109.3371;167.5116;197.046;201.1827;215.4808;418.3877;432.8691;497.635;596.1268;946.1328;982.3969;1167.1591;1294.221;1420.978;1508.28;1547.6426;1555.1356;1711.7352;1862.176;1895.927;2023.6754;2092.9444;2481.1242;2865.8786;2892.9047;3115.3237;4460.0833;7335.9238;11689.1283;12036.7715;14047.4222;21150.1357;25533.0666;28012.3174;42813.8548;44514.9545;67148.5962;76743.1377;99104.7157","2.5946;2.1397;2.451;2.3278;2.203;2.4711;2.6754;2.9624;2.2979;2.0219;2.0824;2.634;2.7336;2.0777;2.5024;2.9108;2.6813;2.0819;2.0805;2.1163;2.0232;2.8777;2.7578;2.197;2.5259;2.5987;2.1749;2.3649;2.7363;2.131;2.0438;2.3538;2.9116;2.4479;2.654;2.8165;2.542;2.8796;2.8842;2.3159;2.3252;2.5018;2.0228;2.7183;2.6858;2.0849;2.3627;2.2572;2.9293;2.4354;2.9871;2.2252;2.4435;2.6862;2.7411;2.8326;2.0511;2.7138;2.7876;2.6473;2.4412;2.4661","C;D;D;N;C;D;D;N;N;N;D;C;D;C;C;D;D;D;D;N;C;N;D;C;N;N;D;C;D;C;D;D;C;C;N;C;N;D;N;D"
53,15,20,1,60,20,2,"1.2676;1.7075;2.4942;2.5869;4.2599;4.5295;4.5678;9.4223;10.7672;14.7686;18.4154;47.6181;111.1524;208.5171;330.172;429.0879;458.2235;585.6256;594.3298;609.6117;102.2168;126.1108;132.3676;152.1284;162.0779;184.1344;208.4376;236.733;264.6374;350.8166;455.1323;497.6455;538.3477;546.7207;653.7749;1187.632;1244.1167;1739.6423;1804.3843;2403.7281;2659.4376;5534.3113;5790.5071;6884.56;8979.4588;9703.9784;10977.0284;16167.768;21565.6437;21661.5243;22006.5533;22862.8031;28359.0595;28416.3014;30383.68;32718.4236;50328.8577;51194.4626;58574.1579;77862.1691","2.5878;2.3785;2.6409;2.718;2.2085;2.5604;2.8658;2.2288;2.435;2.1812;2.2515;2.5579;2.2159;2.0055;2.6172;2.208;2.4567;2.5048;2.7044;2.8345;2.218;2.2594;2.3533;2.9901;2.1759;2.8275;2.435;2.8556;2.6132;2.8852;2.0068;2.075;2.2988;2.6123;2.0341;2.0639;2.1491;2.6094;2.2096;2.3418;2.2408;2.6461;2.9341;2.0137;2.0647;2.8047;2.7071;2.3673;2.7017;2.2174;2.4152;2.0991;2.2343;2.0035;2.2246;2.0808;2.8622;2.547;2.2453;2.8553;2.0178;2.3635","C;D;D;N;C;N;C;D;C;N;D;N;N;N;C;C;C;D;D;D;C;C;C;N;D;N;D;N;D;D;N;C;N;C;C;N;C;D;C;D"
54,15,20,1,60,20,2,"1.1949;1.6417;1.7301;6.8188;7.0919;7.2492;8.2963;13.1551;14.2665;24.5722;28.0041;32.1379;32.666;46.5023;82.898;165.7137;363.0406;478.6801;491.4952;798.8719;115.5423;132.1244;139.2785;180.8078;185.6794;230.13;262.2762;272.5854;428.6917;435.3855;456.0631;649.8053;702.7791;710.3948;768.6185;940.76;1064.7595;1102.5444;1552.0423;2128.465;2231.1651;2583.5168;2700.3804;2884.0885;3696.7185;3891.96;4304.5884;4665.8169;8593.3556;8833.784;9238.9621;9668.1222;16640.6027;28880.4075;29108.102;31765.4691;32925.042;43880.7399;50597.3569;86172.4993","2.5046;2.3933;2.4145;2.5149;2.1939;2.6269;2.5314;2.7103;2.2881;2.9232;2.6976;2.4136;2.6322;2.7676;2.6845;2.6197;2.7368;2.0599;2.0161;2.1135;2.4212;2.4014;2.9274;2.2098;2.3142;2.5866;2.717;2.4666;2.6487;2.4087;2.2558;2.5136;2.9685;2.1173;2.0953;2.8241;2.9227;2.1804;2.2654;2.0608;2.5852;2.9264;2.3902;2.1532;2.2645;3;2.7194;2.3032;2.6579;2.2675;2.5552;2.3136;2.175;2.103;2.3492;2.8344;2.9833;2.8245;2.606;2.3866;2.5255;2.5425","N;N;D;D;N;C;D;N;N;D;N;N;D;D;N;C;C;N;C;D;C;C;C;D;C;D;C;N;D;D;C;N;N;C;D;N;C;C;N;C"
55,15,20,1,60,20,2,"1.2307;1.2797;1.2897;1.3508;2.0039;2.1956;6.9988;12.5495;17.2306;30.4992;52.3282;69.6497;96.3755;128.4012;160.1315;167.1269;256.9405;347.8035;471.7757;829.6379;107.9483;158.4747;198.0161;202.2419;204.5567;290.7144;301.3692;319.4361;338.8304;546.9471;586.6932;637.8661;654.9683;664.7282;671.4801;1329.9191;1349.7247;1466.2078;1662.3297;1981.8484;3078.0988;3771.5231;3945.9604;4375.8365;6133.4244;9528.7658;10377.3851;11397.7068;16496.8162;23178.6203;31287.7891;31620.2246;31713.7733;34459.5155;37780.6857;41282.4962;43207.0984;74883.4336;75650.0307;88985.5651","2.7822;2.1727;2.4379;2.3877;2.1971;2.2347;2.8247;2.0874;2.6655;2.1994;2.9221;2.2055;2.8414;2.4958;2.0431;2.8909;2.2131;2.4166;2.0627;2.9286;2.0712;2.5889;2.2052;2.1656;2.1776;2.4361;2.6265;2.2893;2.4184;2.28;2.7847;2.7056;2.6106;2.4016;2.9652;2.4935;2.5124;2.5505;2.1533;2.6955;2.8837;2.8044;2.4431;2.3059;2.0927;2.3462;2.1513;2.2041;2.1278;2.6436;2.9911;2.6283;2.7205;2.9107;2.6761;2.7754;2.8515;2.4566;2.5031;2.9513;2.6457;2.8347","C;D;D;C;N;N;C;D;D;D;C;N;N;D;D;N;D;N;N;D;N;D;D;D;C;D;C;N;N;N;C;N;D;C;N;C;C;N;D;N"
56,15,20,1,60,20,2,"1.3984;1.6879;4.1968;4.7617;8.5925;11.6866;11.9741;13.032;15.9873;20.2699;24.3097;27.6266;28.938;29.3163;31.736;39.7796;47.2382;236.9906;272.8544;690.702;154.4062;154.6305;225.0596;252.8778;291.7603;313.0879;415.0245;693.6927;698.9672;732.622;781.526;806.651;1047.2383;1453.0563;1527.7054;1660.881;4707.1893;5666.1046;7263.2629;8071.321;8692.8031;9318.3023;14013.1765;16427.4723;16832.3981;17666.9009;21618.33;24435.5089;28077.1416;36786.8232;40358.2369;41717.3403;44389.7852;44634.303;49362.7616;57528.0584;60052.1467;84999.6787;92605.7793;94958.8814","2.5562;2.775;2.5287;2.6473;2.7907;2.6439;2.8933;2.0432;2.59;2.9964;2.6358;2.2937;2.9656;2.1516;2.3768;2.1063;2.5735;2.1018;2.664;2.7634;2.6262;2.9419;2.856;2.2941;2.7867;2.1846;2.9484;2.853;2.3218;2.1908;2.5599;2.1792;2.6373;2.753;2.1635;2.5701;2.5442;2.0953;2.6751;2.4195;2.5186;2.2616;2.5014;2.1463;2.0914;2.0898;2.6502;2.403;2.576;2.5591;2.2348;2.9739;2.6849;2.2017;2.693;2.786;2.9987;2.5235;2.0593;2.1195;2.7183;2.8651","D;D;D;D;D;C;N;C;N;N;N;C;D;C;N;N;C;N;C;C;C;C;N;D;N;C;C;N;D;C;D;C;D;D;C;C;N;N;D;C"
57,15,20,1,60,20,2,"1.8328;4.2509;6.4779;7.2688;13.0673;20.6429;21.6765;29.9753;31.3902;45.2735;50.5813;114.005;116.3441;209.0482;268.5301;342.1158;356.4388;552.7626;879.9279;990.1801;133.5613;155.6906;166.1321;174.0034;232.536;274.8683;286.9893;339.035;460.1228;497.6463;562.6566;612.8432;712.6057;1199.3673;1669.818;1909.5082;2241.0124;2545.9997;3049.6139;3668.3726;4296.5037;4618.3348;5167.8008;6316.5916;7565.0555;9580.3961;10957.9659;13287.3918;14443.9975;17881.4935;26556.9658;28309.6193;28845.9553;37113.535;40067.2729;47319.9626;49227.5547;76223.5963;84767.0872;90399.6165","2.9101;2.7749;2.1093;2.9185;2.7574;2.5563;2.2565;2.4496;2.7917;2.1266;2.6653;2.15;2.7267;2.5775;2.7111;2.3917;2.3264;2.9381;2.967;2.5618;2.2958;2.573;2.9804;2.8578;2.1138;2.8531;2.1413;2.0369;2.766;2.7691;2.7737;2.8277;2.0634;2.9764;2.4721;2.8888;2.7154;2.0194;2.8278;2.261;2.9074;2.942;2.774;2.3029;2.9899;2.5427;2.3795;2.2569;2.1992;2.1174;2.38;2.7249;2.0602;2.4141;2.0313;2.4162;2.0021;2.9263;2.3984;2.8188;2.0284;2.8561","N;D;C;D;D;N;N;N;N;N;C;C;C;N;N;C;N;D;D;D;D;C;N;C;N;D;D;D;C;N;C;N;N;C;C;D;D;D;D;N"
58,15,20,1,60,20,2,"1.8848;2.5928;3.2646;4.1307;5.0497;8.0294;8.8355;10.1461;10.292;14.1816;16.0467;23.4476;36.5548;44.4742;151.0371;212.4081;214.4343;217.1534;314.4052;786.3954;132.5607;136.5397;222.1103;227.4406;269.0661;284.7357;300.0582;377.5736;441.1227;568.6715;823.424;856.1967;1172.183;1913.8473;2723.185;3192.7919;3336.9649;3605.3571;4296.6354;4913.5185;6691.0692;8198.0281;12868.5086;12902.0528;16172.4475;16399.3638;20742.2232;21027.5977;22458.5103;23812.3028;32194.8454;32268.6958;33657.9583;35750.9551;38107.3503;49158.0436;53990.7886;64803.1877;65071.6218;99352.3699","2.142;2.2016;2.8903;2.7253;2.8929;2.1457;2.5275;2.9901;2.3445;2.567;2.7228;2.1381;2.2835;2.3718;2.6183;2.288;2.4569;2.3869;2.41;2.8858;2.9005;2.2185;2.9804;2.2901;2.7363;2.2038;2.9774;2.0543;2.5104;2.2061;2.9651;2.4665;2.2052;2.3992;2.4926;2.8713;2.5982;2.1022;2.6055;2.9061;2.407;2.1499;2.9709;2.5528;2.9527;2.1395;2.922;2.6156;2.6602;2.488;2.4676;2.742;2.3192;2.8738;2.6334;2.1437;2.2728;2.9798;2.1859;2.1355;2.542;2.5421","N;C;C;C;C;D;C;D;D;C;N;D;C;C;N;N;C;D;C;N;C;N;N;C;N;C;D;N;D;N;N;D;C;D;D;C;D;D;C;C"
59,15,20,1,60,20,2,"1.0292;1.2845;1.506;1.7981;2.0335;2.2913;5.1588;6.7654;9.0872;9.5004;18.2847;45.2547;68.1137;87.9539;137.4341;232.8949;307.0665;522.2116;642.6434;900.1363;112.6402;125.0756;137.5755;216.8195;227.6578;260.6097;325.4536;359.5506;381.3216;392.2749;423.6819;549.248;558.1379;603.8407;616.6758;632.7161;745.9724;1016.4636;1054.0379;1121.763;1197.7689;1205.8046;2476.7012;3262.6284;4234.2357;7304.8617;7703.1414;10550.6553;11659.8553;12193.6725;15074.0356;28562.7652;31846.3516;34288.8104;45283.7004;61041.6346;63002.2407;66716.8257;97081.3318;98533.5545","2.6774;2.8194;2.552;2.8426;2.1801;2.0975;2.893;2.0738;2.8576;2.9928;2.5925;2.7461;2.2296;2.0408;2.91;2.3103;2.0509;2.441;2.4759;2.8595;2.7551;2.5143;2.5944;2.0893;2.8545;2.5227;2.5826;2.2046;2.7823;2.034;2.0743;2.9321;2.7501;2.4217;2.4906;2.1535;2.9593;2.5329;2.3547;2.7974;2.5512;2.0783;2.0698;2.4211;2.3927;2.3197;2.4724;2.688;2.016;2.1097;2.0618;2.5621;2.68;2.2577;2.9838;2.5419;2.3496;2.7551;2.4223;2.0897;2.0037;2.9262","D;C;D;N;C;C;N;N;C;C;N;C;D;D;N;C;N;D;C;C;C;N;D;C;N;C;N;C;C;D;N;D;N;N;C;N;C;N;C;N"
60,15,20,1,60,20,2,"1.0847;1.8512;2.0967;2.3733;2.3787;2.575;2.6608;4.7071;6.1035;11.9286;22.8151;42.0082;42.8982;63.244;80.8959;94.2319;105.1298;155.0958;233.0405;594.2459;123.7921;133.6081;138.1858;141.5197;146.9465;160.0913;240.38;260.4962;509.1001;752.4198;838.761;962.0498;1217.2088;1484.9906;1658.0005;1790.6816;1947.6837;1966.2525;2003.6427;2869.5907;3828.7763;3962.0627;5258.609;6989.9858;12827.3965;17891.8147;17955.6156;20753.3341;21034.0532;34559.9072;38445.793;41245.7867;41690.8533;52443.5325;54003.8561;59838.6082;65603.6482;68926.3443;78001.771;91028.7103","2.9424;2.6487;2.8487;2.1231;2.0963;2.2607;2.8596;2.985;2.1583;2.0809;2.686;2.3088;2.0035;2.0341;2.8644;2.3234;2.3627;2.3782;2.9638;2.8588;2.4609;2.0496;2.6064;2.9278;2.2187;2.9433;2.5571;2.1519;2.5602;2.8505;2.8284;2.9185;2.7553;2.3945;2.8669;2.8142;2.5115;2.5446;2.5834;2.2286;2.9595;2.5958;2.5252;2.5853;2.9658;2.0116;2.2862;2.0122;2.0656;2.7615;2.3708;2.3052;2.5145;2.8988;2.4579;2.0835;2.2762;2.6456;2.9486;2.7821;2.3956;2.7228","C;N;D;D;N;D;N;N;C;C;N;N;C;C;D;C;C;C;N;C;D;N;N;N;N;N;N;N;C;C;C;D;D;N;D;N;N;N;C;C"
61,15,20,1,60,20,2,"3.5596;4.1473;4.2402;4.8323;5.4983;6.07;9.4186;9.8846;10.044;13.5168;14.3542;25.2734;52.5892;53.6234;167.9509;212.9047;255.7935;428.8621;643.5156;838.7568;131.1836;194.689;356.0721;376.6468;677.7194;864.6018;869.7622;1033.2737;1264.3923;1293.6704;2130.123;2615.6436;3804.4718;4458.4764;4945.7089;5434.2439;5791.446;6505.5879;6726.3755;6838.5478;6937.6618;12783.4416;13298.4576;16862.1803;16896.4636;19867.8773;19995.8128;24017.4971;25094.178;26596.5864;34609.0739;45227.9236;60961.1474;72719.7557;75123.5059;77866.5784;85966.3091;90090.8077;93644.3435;97230.8015","2.328;2.6446;2.3403;2.1421;2.8818;2.7917;2.4215;2.2979;2.6429;2.1007;2.046;2.516;2.7566;2.3978;2.107;2.7153;2.4914;2.5225;2.6597;2.0576;2.4159;2.5313;2.1239;2.7352;2.8688;2.3569;2.4956;2.429;2.261;2.4105;2.7073;2.5335;2.0526;2.257;2.4268;2.5702;2.6588;2.2419;2.4677;2.6932;2.1691;2.1923;2.5469;2.2975;2.4577;2.0884;2.8918;2.4197;2.921;2.944;2.6176;2.9012;2.5394;2.7001;2.2458;2.1816;2.6246;2.7069;2.3653;2.3936;2.1252;2.2285","C;N;N;N;N;D;D;C;N;N;C;D;C;D;C;N;D;C;C;N;D;C;N;C;D;N;C;C;N;D;N;N;D;C;C;C;C;N;N;N"
62,15,20,1,60,20,2,"1.0509;1.4573;1.7096;2.1076;4.2862;5.5944;6.0355;29.8773;46.7161;50.573;51.9806;71.6513;74.9602;127.5643;350.7147;375.3441;382.7127;416.1165;419.8195;848.0418;117.5478;125.2202;182.9964;191.3814;213.2994;335.7034;405.16;459.673;550.5905;766.9968;1010.7623;1045.5975;1208.8447;1350.7392;1699.132;2196.709;2415.7786;3523.1582;3525.595;3917.0117;5573.9574;5633.8207;5781.5607;6632.9707;7766.6272;8447.7707;9127.5107;10207.5313;13122.8856;19863.0252;20241.6535;30807.5547;34328.7075;34659.2258;36589.4111;41272.0931;47997.4289;55445.5299;80350.3581;81697.1134","2.4789;2.6663;2.5634;2.1751;2.7708;2.3467;2.7095;2.708;2.7047;2.9747;2.0949;2.3919;2.2963;2.7157;2.0266;2.0777;2.8736;2.0833;2.2631;2.8037;2.0329;2.6353;2.566;2.5136;2.7282;2.7654;2.5305;2.8125;2.4416;2.619;2.0464;2.5706;2.8376;2.1677;2.5993;2.5961;2.6382;2.1114;2.2451;2.2659;2.1992;2.576;2.4143;2.0156;2.1421;2.7313;2.9464;2.5844;2.9242;2.7151;2.6368;2.5527;2.4518;2.1193;2.0864;2.6612;2.8121;2.6286;2.1051;2.4208;2.4069;2.7916","D;D;C;N;D;D;D;C;C;C;C;N;N;C;N;N;C;D;C;D;N;D;C;D;N;D;C;D;N;C;N;N;C;N;C;C;C;C;C;D"
63,15,20,1,60,20,2,"1.0377;2.8141;3.2157;3.2252;16.6924;21.6051;24.9302;30.4982;32.4072;36.4189;76.4174;76.7689;111.77;158.6144;168.6317;256.2841;279.1803;486.5988;862.3778;871.6545;109.3072;175.0015;217.3189;319.2964;388.2121;399.6572;482.9073;510.9833;528.7196;557.5725;582.7647;1097.0599;1330.3965;1409.7413;1445.6142;1797.8286;1881.6289;1933.2742;2752.2851;2867.2182;2885.2908;3416.5994;6007.0429;7171.9268;8181.5309;10622.4274;11739.5269;12791.0989;18108.2869;20851.3463;24210.3957;24283.9116;28401.7192;32121.167;34175.5544;46300.007;55017.2896;63250.6072;73857.5747;99238.223","2.6707;2.1801;2.7793;2.6439;2.3831;2.3342;2.7;2.9862;2.1592;2.8921;2.811;2.1879;2.8631;2.0311;2.9468;2.9797;2.8482;2.6475;2.8871;2.4045;2.885;2.3005;2.2349;2.4062;2.0115;2.8019;2.1441;2.7038;2.2066;2.8252;2.6079;2.0058;2.5058;2.5931;2.6229;2.6286;2.9137;2.8382;2.8184;2.8136;2.2353;2.5432;2.2708;2.532;2.9106;2.5293;2.821;2.36;2.3943;2.9481;2.6225;2.6871;2.7784;2.5059;2.7474;2.8955;2.0346;2.6743;2.7942;2.4659;2.4163;2.7744","C;C;D;N;N;C;N;C;N;C;D;C;D;C;D;N;D;D;N;C;D;D;N;D;D;N;N;D;N;N;C;N;N;N;D;N;D;D;C;C"
64,15,20,1,60,20,2,"1.0546;1.815;3.1803;15.189;21.3692;22.0171;22.9514;45.3392;50.0193;62.4695;67.3057;69.6985;78.353;153.7955;258.7074;304.6022;363.6578;370.0503;679.3085;889.7395;101.7718;155.5615;184.401;199.017;220.6876;223.5691;256.6323;293.1299;340.965;421.9546;527.3214;543.2745;544.9133;929.9636;1638.6077;3423.8734;4430.6233;5129.6658;7630.0318;10037.0339;11275.3563;18884.1097;19263.45;20533.256;28544.738;39622.6761;44502.1733;51206.5586;53381.316;56549.2397;60627.4816;60861.29;63985.369;64456.9483;68192.2472;74707.4915;77741.9428;78657.8696;88303.5387;92443.4995","2.0978;2.9687;2.5259;2.9282;2.4189;2.2823;2.155;2.3454;2.4486;2.8807;2.3555;2.3432;2.3239;2.0869;2.1908;2.1745;2.602;2.7457;2.6668;2.9891;2.651;2.5087;2.0742;2.9114;2.7721;2.7021;2.9391;2.0106;2.3903;2.3891;2.1527;2.2361;2.333;2.0001;2.6172;2.8671;2.5812;2.5913;2.3091;2.1188;2.3565;2.1891;2.7281;2.1597;2.683;2.7999;2.6371;2.6212;2.6994;2.0522;2.3803;2.7888;2.3279;2.2337;2.0393;2.4537;2.8843;2.7419;2.6527;2.3689;2.403;2.8314","N;C;C;N;N;N;C;C;D;C;N;N;N;N;C;D;C;D;N;C;N;D;N;D;N;D;N;D;C;D;D;D;D;D;N;N;N;N;C;D"
65,15,20,1,60,20,2,"2.0191;3.01;6.7826;13.0147;15.0647;19.4581;28.234;37.6097;60.0477;62.8904;63.629;99.1511;148.0864;173.2776;186.4146;412.086;449.7405;512.6566;515.432;789.3007;148.7397;193.4925;210.1748;214.6653;259.3667;296.7072;305.4329;317.1231;329.9958;393.2646;393.4071;457.8372;535.4144;552.3671;558.3904;1093.9586;1197.5641;1269.9783;1364.5947;1492.1705;1632.4997;1901.275;2165.7446;2420.2806;3104.7911;3854.4517;6355.9873;7425.2691;13485.5824;14623.7892;15008.0413;17177.2501;22759.3696;28037.8122;35891.3693;42421.3486;44969.2461;56427.2829;58431.0269;68971.4937","2.2151;2.8216;2.4156;2.1042;2.5254;2.5098;2.2288;2.7454;2.8338;2.8067;2.0904;2.124;2.6234;2.5962;2.214;2.4234;2.2183;2.9318;2.1371;2.6344;2.9643;2.2155;2.5668;2.1157;2.0831;2.6358;2.9226;2.3738;2.7856;2.6515;2.1483;2.552;2.1789;2.7419;2.0697;2.8733;2.5482;2.0399;2.117;2.7266;2.7802;2.6249;2.7168;2.7926;2.3251;2.2095;2.2992;2.3167;2.5107;2.6934;2.2112;2.1189;2.5289;2.6922;2.1575;2.5614;2.7184;2.0397;2.1139;2.5536;2.8531;2.3328","D;N;N;C;D;C;D;D;C;N;D;N;D;C;N;C;D;N;D;D;N;C;D;C;D;D;C;D;N;D;D;N;D;D;N;C;C;N;D;N"
66,15,20,1,60,20,2,"1.3528;1.8565;1.978;2.1408;2.2286;2.9895;4.5958;4.9444;5.0459;17.0792;17.171;31.1169;50.4787;85.6256;235.0147;305.2128;378.5935;450.0097;613.1127;963.3181;107.3856;144.5353;201.453;233.9012;238.166;374.894;375.243;492.1518;492.2836;662.1551;862.4113;987.6664;1976.6872;2536.8179;2643.4142;4875.4157;7435.7793;7508.4537;8765.5092;9294.918;13944.5222;18271.3575;22302.294;25750.02;27192.1606;27315.2329;28089.6447;32182.6748;33594.652;34258.7554;36651.3736;37098.2379;39312.8144;42496.1406;53249.5291;57534.9512;64487.4075;68552.4099;77331.1927;85573.3501","2.73;2.773;2.3035;2.243;2.5488;2.0408;2.7799;2.6449;2.8983;2.3913;2.7791;2.6162;2.5423;2.2536;2.8258;2.0509;2.5026;2.5555;2.3991;2.833;2.9065;2.3371;2.0845;2.1521;2.1132;2.948;2.2766;2.258;2.8605;2.7911;2.2624;2.4096;2.6118;2.4671;2.2427;2.2053;2.6139;2.0459;2.7706;2.5798;2.0036;2.9606;2.7028;2.5505;2.2807;2.8505;2.4347;2.2177;2.2316;2.3729;2.9119;2.5765;2.8887;2.8061;2.4928;2.9702;2.7901;2.6385;2.4948;2.9602;2.0182;2.1926","C;C;N;D;N;N;D;N;C;N;N;C;C;D;D;D;D;N;D;C;N;C;N;N;C;C;N;C;C;D;C;C;D;C;N;C;C;N;D;N"
67,15,20,1,60,20,2,"1.0275;1.5977;2.5331;2.9718;3.5893;3.7176;7.3975;9.0786;12.3393;19.1997;28.7916;33.9829;42.9277;46.2796;84.4124;92.4725;250.8731;321.1341;328.6766;373.9925;109.593;207.5214;290.8193;304.0961;394.7378;570.6061;619.4891;838.9995;851.7136;929.1068;1121.8231;1726.6605;1904.9294;2483.1231;2900.218;2954.2428;4233.2475;4638.3633;5789.8843;6049.2663;6205.915;8355.7972;10740.3975;11810.2031;14293.7139;16130.7039;18377.237;19843.3453;20883.3016;21673.8849;32367.4499;33892.4749;40178.2369;43966.3165;45420.9733;46967.2405;51642.2923;75472.0889;90672.8299;99451.5478","2.9787;2.2765;2.4818;2.2595;2.6821;2.3842;2.3851;2.7128;2.5994;2.1855;2.8974;2.4725;2.9811;2.3015;2.5088;2.2477;2.5127;2.8047;2.3888;2.6994;2.3514;2.0028;2.14;2.3395;2.1035;2.1071;2.9681;2.9571;2.8453;2.6079;2.5439;2.4727;2.8178;2.6352;2.0853;2.4111;2.5557;2.6627;2.3368;2.0057;2.9088;2.115;2.7072;2.1944;2.8401;2.2368;2.756;2.4001;2.2179;2.534;2.9401;2.3422;2.5775;2.0356;2.4137;2.9381;2.5616;2.6754;2.7717;2.4549;2.3572;2.6863","N;D;N;N;D;C;N;N;N;C;C;D;N;D;C;N;D;N;N;C;N;N;C;C;D;D;C;N;N;N;C;C;C;D;C;N;N;N;D;C"
